Config ID,MASE,WQL,RMSE[mean],MAE
1,13.011706436489623,0.4550842471671488,5294619.83103114,777217.7986256079
2,4.002384877961831,0.20341745883982815,189238.58752023405,30037.889626102267
3,3.6919811859614895,0.18896154535257972,199557.4188972944,34034.45715707
4,3.6477366940017113,0.18502138370911198,190067.95434741542,36289.421746924534
7,3.634230467074986,0.18189815561150194,193890.22813332904,31714.387592996234
8,3.565790739662097,0.18156051338645285,201468.4058527647,37683.819625334334
9,3.4473622270463578,0.18083615068035114,8027203.846791214,38210.67457909855
5,12.597204589416274,0.44754285072247635,4272574.775930175,496383.4307234455
6,3.3640337469759087,0.17722639534495122,189595.62397265533,33149.778612223265
11,5.044716412138662,0.21000887022101347,270844.6310928122,39907.63784739626
10,3.542545746168955,0.17938593466003616,183568.20043859325,29785.608958299777
12,3.7801578328792727,0.1839475607276609,291120.4115973499,37524.53465240536
15,3.5242616909702287,0.18131391155594054,207921.89361613026,31301.650758792945
14,12.725068277541416,0.4178975021478187,3529342.2537627486,455825.8267775363
13,12.155019931449626,0.4092169449706868,3898065.7076194393,502180.5156416736
16,12.01046358717749,0.40679515559264784,2675908.910042423,375201.5032260018
17,3.3963013683817,0.18030956067290219,206373.44471996094,32633.153134561857
18,13.339094938097217,0.4744976209621762,3065106.099327975,398509.1874432498
19,6.071834314627005,0.2549093368424002,903791.5846840063,81987.90049261908
20,12.167295382953672,0.39445559797962404,1741416.00914298,232710.59895007673
22,3.5472875369878145,0.17765201096218208,311213.322895693,36472.254487601356
21,4.471982240680517,0.20960867355347923,350007.434111669,36298.02813270272
23,4.5325313627574,0.20764630368251477,179468.39584582188,30383.61154912726
24,4.358667591921813,0.1976288522666541,195144.56965035418,36744.93070894585
25,12.54004759179145,0.4209416204353356,6491544.089253817,728494.5857136314
27,3.3034922838026373,0.17614034588349103,181940.30988970638,30396.778894736643
26,12.644602603709481,0.41435001220440537,3464464.981091879,438662.964619378
28,14.146281892706273,0.494759596307443,3498603.429266168,521647.34936658357
30,4.1611049020415285,0.18947465445054051,214995.466935087,38029.37533623428
31,12.36361797715821,0.43723199772947097,3051581.6061279583,412214.2006216474
32,3.878837974412289,0.19046076801157663,218624.21394390144,34042.153641030694
29,3.5248956538803395,0.18583649331531216,189954.30040697835,31151.95391929025
33,13.083090728584104,0.4489087200454716,1494275.229013044,204299.9036102162
34,14.427614165683401,0.4706209973297988,3572776.2216714974,377280.5256133703
35,4.688779386367172,0.20911620630865532,225343.43817930238,44452.45026407384
36,12.454153047907823,0.39543824825234064,2501523.5607922277,315585.8567218818
37,12.389042244268962,0.4056718597303299,3645751.262689361,542975.6387066087
38,4.120440345156702,0.19964553792280118,206120.10667707372,31118.69490554443
39,12.446099251020055,0.41483525251072056,3563378.0186229865,446464.9886262401
40,11.363184308870432,0.4397034694059434,5874930.681863713,304199.662101943
42,3.3580034297763737,0.1735124468832481,182442.82681928272,29055.930943119503
41,11.891818673936088,0.4255149490656439,1824198.0136188886,238983.23392360692
43,3.7970510881518855,0.19961984000603597,207818.97347268145,32195.149784146903
44,3.791699786389086,0.19015829629406764,328746.20567493426,41761.566199004636
45,4.752706116643815,0.2213795725513624,444974.6022988442,50746.73171738322
46,4.212684835521543,0.18768453257363849,209800.42988113346,38546.44158351128
47,3.353949221754053,0.1751727821278234,243966.83184804625,33821.718195259156
48,12.750485556996079,0.4325102704677166,3240950.829775062,275529.7126457623
49,3.2939268432627617,0.17168601619367557,206405.50142976598,38165.998660266785
50,3.7856365462237758,0.1790673180622311,1899495.709172628,35597.250734619774
