Config ID,MASE,WQL,RMSE[mean],MAE
151,1.6174341201819273,0.25664658150968894,29295.954305802203,4098.362162160006
152,1.654003616067487,0.2422938403006979,44093.23330997277,4663.100402869419
153,1.2551417665053404,0.19760869641539947,19388.344038216008,2542.3827370070862
155,5.961534153034157,0.3562590541489449,36671.91950096428,5091.6261076070605
154,1.348245461534638,0.21895694203796165,19457.897202979653,2889.533102440092
156,18.82021037735112,0.5901554912626673,63727.19711934964,15019.921112383814
157,1.6062819768624952,0.2533098263600795,35135.44356943269,4761.983694700491
159,1.3674891373146312,0.21041995528473584,20834.43623535623,2722.1762400296443
158,5.868204615530379,0.4471188498014481,33777.4218106529,4712.936444490089
162,1.3006406786770732,0.20326434787058487,29016.823847453765,2636.23144939402
160,1.3598205951501403,0.21269009576179707,22187.12370149054,3184.151781266853
161,1.3891004553980835,0.20927072991027623,22803.953725878673,3099.368959630458
163,5.919824222138568,0.410359029306331,21158.17362604152,4179.323813632539
164,5.650406976895943,0.3865534939304942,26453.293872138158,4112.353724589
165,1.251638618071906,0.208911833887951,18654.59655985783,2725.930610432364
166,1.3273200428291327,0.2171839021471247,14407.907746651557,2576.788847828562
167,5.9813920409429215,0.3413185123375673,33590.34966130481,4980.175255147448
168,1.266060915222662,0.1948908334482517,21675.334188944667,2866.649481726651
169,1.2353872554449896,0.19193949822011366,14863.912047973796,2470.379128382201
170,1.4650846516338791,0.23956267845573936,23425.853299716397,3391.3692152152635
171,11.524500041171272,0.45964771899428936,34187.04640617132,7834.23319045849
172,1.2740552492683948,0.21135966199246406,13100.717959174839,2303.5071328439662
173,1.3468342315498163,0.21347839207882222,17789.56092301618,2566.8648911356518
175,6.161865956317057,0.43414237726640903,17575.584184085365,3732.598216362281
174,1.3248555840642229,0.2043398285412281,14288.10580060801,2607.990533995915
177,1.6051974774439663,0.24064210411920603,32317.863180358305,3538.8498977659087
176,1.3975837368510666,0.2194593943192348,16029.244443549629,2609.7293353021114
178,5.622229470652416,0.34213771449659747,33142.80574550454,4660.746593619074
179,6.04077877020635,0.448021441694094,16851.482113706803,3673.068606239562
180,5.8469723070917885,0.4097138480886665,41899.84545698732,5648.429126635183
189,1.5142066534244947,0.22716308913936326,26728.83892311603,3389.2322603027187
186,1.6843408203490322,0.24421279326337483,27880.87236700092,3684.2574010512085
184,5.694589975499627,0.37973936100894845,25857.971838225243,4487.807082660126
183,1.4077524472915333,0.2215021733144825,16367.65580097058,2669.9603680117893
185,1.2388580662877153,0.20504993184161086,17932.261788440872,2693.8959441105762
190,6.995739068405933,0.4607639612256423,15939.123454685341,2880.1282297986845
181,1.8389154913629897,0.25660262631124847,50372.238532852716,5997.4453022662465
197,1.7146947255342502,0.23497382321530208,37544.009300320184,4296.179360310671
194,1.6582347021767236,0.24533336953374932,30909.39121071422,4292.255669442074
200,5.88413238704844,0.45292154188579964,44608.833157517125,5910.54759556865
198,6.140962646426803,0.3735440288886231,20829.1747205866,3901.3381995742266
182,6.363726192956653,0.4515511499959774,12527.615902849013,4252.967275344489
199,1.6226171871602937,0.24251498000122274,33803.74001544345,4053.943479186581
192,1.77043638830132,0.2525726500790795,32660.890380693203,4221.174483110607
196,1.5617606063994744,0.24003710098866143,33895.92064816715,4269.60854727231
188,1.3270381010064767,0.21387646456895412,16910.52786625868,2718.247007342829
191,1.2859164196927428,0.19840078080067478,17283.25985115441,2764.8511098659064
193,1.4470282022887335,0.23476633197778407,21861.593632307995,3099.1163475729977
187,1.6453920231491317,0.26146119461992345,35647.141365991556,4316.499911966114
195,6.248706852385983,0.44130905181806807,10622.2336964398,3178.467495759819
